;;;;
;;;;
;ЧП Настин А.С.;;;
;;;;
;"
Телефоны: 37-24-05,37-49-47";;;
;;;;
;Прайс-лист;;;
;29 Апреля 2026 г.;;;
;;;;
Артикул;Наименование товаров;Розничные;;
;;"(включая НДС,
 без учета НП)";;
5320-2509053;Муфта блокировки МОД ОАО КАМАЗ;810,00 руб.;шт;
14-1701580;Муфта с втулкой (к-т);2 000,00 руб.;шт;
5320-3501133;Накладка оси тормозных колодок ОАО КАМАЗ;86,00 руб.;шт;
740.11-1011014;Насос масляный без шестерни ЕВРО;7 365,00 руб.;шт;
740-1308110;Натяжитель ремня;2 355,00 руб.;шт;
53205-2806117;Палец буксирной вилки ОАО КАМАЗ;705,00 руб.;шт;
5320-8401012-00;Панель облицовочная верхняя ОАО КАМАЗ;2 943,00 руб.;шт;
5320-8401120;Панель облицовочная нижняя ОАО КАМАЗ;7 500,00 руб.;шт;
53205-8401120-00;Панель облицовочная нижняя ЕВРО ОАО КАМАЗ;6 200,00 руб.;шт;
5320-5301046;Панель передка боковая съемная ОАО КАМАЗ;1 620,00 руб.;шт;
5320-5301047;Панель передка боковая съемная ОАО КАМАЗ;880,00 руб.;шт;
5320-5399005-00;Панель с обтекателем левая в сборе ОАО КАМАЗ;1 570,00 руб.;шт;
5320-5399004-00;Панель с обтекателем правая в сборе ОАО КАМАЗ;1 570,00 руб.;шт;
740-1000128-1839;Поршневая ч/б с пальцем ОАО КАМАЗ (поршнекомплект);8 000,00 руб.;шт;
ЕВРО- 3;Р/К водяного насоса в сборе ЕВРО-3 НАШ;1 320,00 руб.;шт;
740-1011014-30;Р/К масляного насоса полный;825,00 руб.;шт;
5320-3501109;Ролик (тормозмой колодки) ОАО КАМАЗ;105,00 руб.;шт;
5320-2402046;Стакан подшипников ОАО КАМАЗ;3 200,00 руб.;шт;
14-1601142;Ступица ведомого диска ОАО КАМАЗ;450,00 руб.;шт;
5320-2918189;Стяжка кронштейнов оси (балансира) ОАО КАМАЗ;4 440,00 руб.;шт;
5320-3414009-00;Тяга продольная рулевая в сборе ОАО КАМАЗ;12 000,00 руб.;шт;
5297-3414009-00;Тяга продольная рулевая в сборе ОАО КАМАЗ;12 000,00 руб.;шт;
152-1701240;Фланец КПП круг. ОАО КАМАЗ;2 100,00 руб.;шт;
53205-2506016;Чашки МОД (к-т) ОАО КАМАЗ;25 000,00 руб.;шт;
5320-3501134;Чека ОАО КАМАЗ;17,00 руб.;шт;
740-1003216;Экран;24,00 руб.;шт;
;ЗИТ;;;
6661.3701;Генератор 6661 М-2141 дв. 412 Уфа ОАО ЗИТ;2 590,47 руб.;шт;
носик;Крышка СТ212Б1-3708400;560,00 руб.;шт;
носик;Крышка СТ222-3708400;500,00 руб.;шт;
20.3708600-01;Привод в сборе н/о (на редукт. 20,24 серию);465,00 руб.;шт;
 ;Привод в сборе СТ222-3708600 Т 25;605,00 руб.;шт;
24.3708600-01;Привод  МТЗ-80 в сборе;405,00 руб.;шт;
40000012;Редуктор с валом на стартер 9112;1 870,00 руб.;шт;
60.3708800;Реле втягивающее;700,00 руб.;шт;
20.3708800 стар.обр.;Реле стартера в сборе МТЗ-80 24В ОАО ЗИТ;1 310,00 руб.;шт;
2002.3708000-01 24В;Стартер взамен 20 Бычок, МТЗ редуктор. (5,9 кВт) ОАО ЗИТ;6 100,00 руб.;шт;
2412.3708000-01 12В 4кВт;Стартер Д-144,Т-40,Т25А2 редукт. (взамен 241 и 222А)  ОАО ЗИТ;6 100,00 руб.;шт;
2402.3708000-01 12В;Стартер МТЗ-50,80,100 редукт. 4 кВт (взамен 24)  ОАО ЗИТ;6 100,00 руб.;шт;
2012.37008000-01 24В;Стартер Т-40М  5,9  кВт (взамен 201)  ОАО ЗИТ;6 100,00 руб.;шт;
20-3708200-02 нов.обр.;Якорь стартера;1 695,00 руб.;шт;
;Компрессор г.Борисов;;;
53205-3509015-20 (21);Компрессор 1-ц. г.Ижевск 16 мм.;12 230,00 руб.;шт;
53205-3509015-02 АЙК;Компрессор 1-ц.( Айк-Мото) г.Ижевск 22 мм. выход сверху;12 818,00 руб.;шт;
ПК 306-01;Компрессор 1-цил. КАМАЗ г.Борисов;28 539,00 руб.;шт;
ПК 214-30;Компрессор  2-х цил. КАМАЗ 201 л/мин г.Борисов;28 705,00 руб.;шт;
5336-3509012  210л/м;Компрессор 5336-3509012 МАЗ, Урал со шкивом 210 л/мин г.Борисов;23 460,00 руб.;шт;
5336-3509012-01 201 л/мин;Компрессор 5336-3509012-01 без шкива ЗИЛ, МАЗ,КРАЗ,Урал, БЕЛАЗ г.Борисов;21 805,00 руб.;шт;
5336-3509012-10;Компрессор 5336-3509012-10 усилин. 270 л/мин г.Борисов;19 890,00 руб.;шт;
ПК 310;Компрессор МАЗ,Лиаз,Урал 320л/мин  г.Борисов;26 000,00 руб.;шт;
;Компрессор Литва;;;
18-3509015-20 ( 373л.);Компрессор 1 цил. Литва выход сверху;18 100,00 руб.;шт;
161-3509012-20;Компрессор 2-х 275 л/м (дв.ЯМЗ) Литва;23 460,00 руб.;шт;
5320-3509015;Компрессор 2-х цил. Литва;20 257,00 руб.;шт;
5320-3509015-10;Компрессор 2-х цил. Литва Н/О  275 л/мин;24 072,00 руб.;шт;
161-3509012;Компрессор 2-х цил. (дв.ЯМЗ)  201л/мин Литва;23 606,00 руб.;шт;
Р0 1-но цил.;Р/К  1-но цил. компрессора Р0 в сборе НАШ;618,00 руб.;шт;
без шатуна Р 1;Р/К  2-х цил. компрессора Р1 из 5-ти наим.;371,00 руб.;шт;
;Крестовины  БЕЛКАРД;;;
5320-2201025-02 меж.20шт;Крестовина 5320-2201025 межосевая г.Гродно;3 104,00 руб.;шт;
53205-2201025-10 меж.10шт;Крестовина  53205-2201025 м/о г.Гродно;4 188,00 руб.;шт;
4310-2205025 осн.10шт;Крестовина 4310-2205025 основная г.Гродно;4 999,00 руб.;шт;
53205-2205025-12 осн.10шт;Крестовина  53205-2205025 основная г.Гродно;4 579,00 руб.;шт;
130-2201025;Крестовина ЗИЛ 130-2201025 межосевая г.Гродно;459,00 руб.;шт;
131-2205025;Крестовина ЗИЛ 131-2205025 основная г.Гродно;765,00 руб.;шт;
голая;Крестовина осн. 5320-2205030-02 голая; ;шт;
голая;Крестовина осн. 53205-2205026-10 голая;1 379,00 руб.;шт;
 ;Подшипник 804707 А1 С10  ЕВРО короб. 90шт.;153,00 руб.;шт;
 ;Подшипник 804707 К8 С10 4310  короб. 90шт.;123,00 руб.;шт;
 ;Подшипник 804805 К2 С10   м/о короб. 180шт.;82,00 руб.;шт;
 ;Пыльник м/о;5,00 руб.;шт;
 ;Пыльник основной 5320;7,00 руб.;шт;
 ;Пыльник основной, м/о 53205;36,00 руб.;шт;
 ;Тавотница 45;4,00 руб.;шт;
853858;Тавотница 90;4,00 руб.;шт;
;Крестовины ПРАМО;;;
ПРАМО (118*39 мм);Крестовина 5320-2201026;567,00 руб.;шт;
ПРАМО (135*50 мм);Крестовина 5320-2205025-01;1 022,00 руб.;шт;
ПРАМО (50*135мм) М/О;Крестовина 53205-2201025;1 525,00 руб.;шт;
ПРАМО (155*50 мм) ОСН.;Крестовина 53205-2205025;1 093,00 руб.;шт;
5320-3422039 АЕ;Крестовина в сборе (28*68) рулевого вала КАМАЗ, Агротэк;255,00 руб.;шт;
5320-2201025 Агротэк;Крестовина в сборе (39*118) м/о Агротэк;688,00 руб.;шт;
6520-2201025 АЕ;Крестовина в сборе (50*135) евро-2 м/о,Агротэк;1 270,00 руб.;шт;
5320-2205025 АЕ;Крестовина в сборе (50*135) Агротэк;1 202,00 руб.;шт;
53205-2205025 АЕ;Крестовина в сборе (50*155) евро осн, Агротэк;1 314,00 руб.;шт;
4310-2205025 АЕ;Крестовина в сборе (50*155) КАМАЗ,КРАЗ,МАЗ(Агротэк);1 348,00 руб.;шт;
53205S-2201025 (уп 6);Крестовина ВЕБЕР (малая) ЕВРО;592,00 руб.;шт;
УниверсалКарданДеталь;Крестовина У.4310-2205025;1 757,00 руб.;шт;
УниверсалКарданДеталь;Крестовина У.5320-2201025 межосевая;845,00 руб.;шт;
У 5320-2205025-10;Крестовина У.5320-2205025-10 основная со стопорными кольцами;1 551,00 руб.;шт;
УниверсалКарданДеталь;Крестовина У.53205-2201025 межосевая;1 744,00 руб.;шт;
УниверсалКарданДеталь;Крестовина У.53205-2205025 основная;1 921,00 руб.;шт;
УниверсалКарданДеталь;Крестовина У.6520-2201025 межосевая;1 751,00 руб.;шт;
УКД ЕВРО-2;Крестовина У.6520-2201025-10  мал. в сб.;1 836,00 руб.;шт;
5511-3502237 ПРАМО;Рычаг регулировочный левый 10 т. трещётка зад.;842,00 руб.;шт;
5320-3502236 ПРАМО;Рычаг регулировочный правый 8 т. трещётка зад.;725,00 руб.;шт;
;НШ г.Ставрополь;;;
НШ-10;НШ-10 ПРАВЫЙ г.Ставрополь;700,00 руб.;шт;
;НШ Гидросила;;;
НШ-10 У3;Насос НШ-10 У3 (4-х шл.) правый;2 700,00 руб.;шт;
НШ-50А3 правый;Насос НШ-50 А3 правый круглый;12 000,00 руб.;шт;
;Оптика;;;
А 24-21+5;Лампа А 24-21+5 г.Брест 2-х конт.;5,00 руб.;шт;
УП118-3726010-П;Передний указатель поворота правый г.Киржач;245,00 руб.;шт;
62 3711201-01;Стекло фары (галоген) ВАЗ-2101,ГАЗ-2410;11,87 руб.;шт;
ФГ140 3711201;Стекло фары ВАЗ-2101,ГАЗ-2410;10,82 руб.;шт;
4502.3712;Фонарь УП-1 (4502.3712) ОСВАР;275,00 руб.;шт;
;РТИ;;;
5320-2902624;Буфер передней рессоры ОАО БРТ;493,00 руб.;шт;
5320-5130027;Вставка уплотнителя рычага КПП ОАО БРТ;519,00 руб.;шт;
5320-5002025;Втулка торсиона ОАО БРТ;90,00 руб.;шт;
5320-1609569;Гофра ПГУ ОАО БРТ;10,00 руб.;шт;
5320-2509017;Диафрагма механизма блокировки МОД ОАО БРТ;27,00 руб.;шт;
106005-23;К-т пр-ок блока двигателя КАМАЗ (темпсил) ПРОФИ 7 наименований;48,00 руб.;шт;
106004-23;К-т пр-ок водяной коробки двигателя КАМАЗ (темпсил) ПРОФИ 4 наименования;10,00 руб.;шт;
106006-23;К-т пр-ок гидромуфты двигателя КАМАЗ (темпсил) ПРОФИ 6 наименований;22,00 руб.;шт;
106001-23;К-т пр-ок двигателя КАМАЗ (темпсил) ПРОФИ 24 наименования;95,00 руб.;шт;
106002-23;К-т пр-ок картера маховика КАМАЗ (темпсил) ПРОФИ 7 наименований;48,00 руб.;шт;
33.1111069;Кольцо ТНВД ОАО БРТ;5,00 руб.;шт;
33.1111083;Кольцо ТНВД ОАО БРТ;5,00 руб.;шт;
740-1105075;Кольцо уплотнительное (ФГОТ, ФЦОМ) ОАО БРТ;10,00 руб.;шт;
740-1109553;Кольцо уплотн. воздушного фильтра ОАО БРТ;279,00 руб.;шт;
864117(115х145);Манжета балансира ОАО БРТ;171,00 руб.;шт;
740-1318166 (100х125х12);Манжета гидромуфты ЗАО ВРТ;401,00 руб.;шт;
740-1318186 (34х50х10);Манжета гидромуфты ЗАО ВРТ;116,00 руб.;шт;
864141;Манжета ГУР на сошку (42*58*10);40,80 руб.;шт;
864113  (22х34,5х6);Манжета ГУР на угловой редуктор;29,00 руб.;шт;
5320-1602517 (29х26х5);Манжета ГЦС ОАО БРТ;26,00 руб.;шт;
7405-1005160 (105х130);Манжета коленвала ЕВРО Резерв;295,00 руб.;шт;
14-1701230-01;Манжета КПП (45х64) ЗАО ВРТ;165,00 руб.;шт;
6520-2502280;Манжета с пружиной в сборе;690,00 руб.;шт;
6520-2402176;Манжета с пружиной в сборе 80*105 наружн.;732,00 руб.;шт;
6520-2502180;Манжета с пружиной в сборе 80*105 сред. мост;784,00 руб.;шт;
864129-01(142х168х16);Манжета ступицы задней  ОАО БРТ;153,00 руб.;шт;
864135-01;Манжета ступицы передней ОАО БРТ с пружиной;198,00 руб.;шт;
864195 (70*92*10);Манжета хвостовика Евро;325,00 руб.;шт;
864180 (70х92х12х16);Манжета хвостовика ЗАО ВРТ;296,00 руб.;шт;
864176 (70х92х12х16);Манжета хвостовика ЗАО ВРТ;298,00 руб.;шт;
100-3519250Р;Мембрана тип 24 ОАО БРТ;218,00 руб.;шт;
100-3519350;Мембрана тип 30 ОАО БРТ;218,00 руб.;шт;
6520-1303026;Патрубок радиатора 6520 нижний ОАО БРТ;950,00 руб.;шт;
5320-1303027;Патрубок радиатора Шланг Ф68х120 ОАО БРТ;139,00 руб.;шт;
5320-1303026;Патрубок радиатора ШЛАНГ Ф68х200 ОАО БРТ;214,00 руб.;шт;
5320-1311049;Патрубок расширительного бачка ШЛАНГ Ф30Р ОАО БРТ;110,00 руб.;шт;
740-1014138;Патрубок сапуна переходной ОАО БРТ;87,00 руб.;шт;
5320-5001021;Подушка переднего крепления кабины нижняя ОАО БРТ;870,00 руб.;шт;
5320-3513092-01Р;Прокладка баллона (рессивера) ОАО БРТ;51,00 руб.;шт;
740-1115026-01;Прокладка впускного коллектора (домик);13,00 руб.;шт;
7403-1008050 армир.;Прокладка выпускного коллектора;35,00 руб.;шт;
740-1003213-20;Прокладка ГБЦ ОАО БРТ;108,00 руб.;шт;
740-1003270-11;Прокладка клапанной крышки ОАО БРТ;73,00 руб.;шт;
740-1009040;Прокладка поддона ОАО БРТ;261,00 руб.;шт;
5320-2201043;Пыльник крестовины м/о ОАО БРТ;25,00 руб.;шт;
5320-2205042;Пыльник крестовины осн. ОАО БРТ;30,00 руб.;шт;
 ;Р/К 1Р головка блока цилиндров из 5 наим. ОАО БРТ;2 538,00 руб.;шт;
 ;Р/К 1РА гильзы ОАО БРТ;1 203,00 руб.;шт;
 ;Р/К 27Р помпа ОАО БРТ;82,00 руб.;шт;
 ;Р/К 27РМ помпа ОАО БРТ;205,00 руб.;шт;
 ;Р/К 28Р масляный фильтр ОАО БРТ;83,00 руб.;шт;
 ;Р/К 29Р передней камеры ОАО БРТ;263,00 руб.;шт;
 ;Р/К 2Р система охлаждения ОАО БРТ;107,00 руб.;шт;
 ;Р/К 2РС система охлаждения ОАО БРТ;124,00 руб.;шт;
 ;Р/К 30Р топливный фильтр ОАО БРТ;124,00 руб.;шт;
 ;Р/К 31Р КУТП-1 ОАО БРТ;345,00 руб.;шт;
 ;Р/К 32Р КУТП-2 ОАО БРТ;241,00 руб.;шт;
 ;Р/К 32Р КУТП-2 с клапаном ОАО БРТ;218,00 руб.;шт;
 ;Р/К 33Р ГУР 5320 ОАО БРТ;138,00 руб.;шт;
 ;Р/К 34Р ТНВД ОАО БРТ;257,00 руб.;шт;
 ;Р/К 34РР ТНВД+манжета ОАО БРТ;500,00 руб.;шт;
 ;Р/К 34РС секция ТНВД ОАО БРТ;194,00 руб.;шт;
 ;Р/К 35Р ГЦС ОАО БРТ;125,00 руб.;шт;
 ;Р/К 36Р ускорительный клапан ОАО БРТ;104,00 руб.;шт;
 ;Р/К 36РП ускорительный клапан ОАО БРТ;227,00 руб.;шт;
 ;Р/К 39Р влагоотделитель ОАО БРТ;47,00 руб.;шт;
 ;Р/К 3Р на ПГУ ОАО БРТ;558,00 руб.;шт;
 ;Р/К 41РП энергоак. 4310 с пластмас. ОАО БРТ;580,00 руб.;шт;
 ;Р/К 44Р  ППЗ ОАО БРТ;72,00 руб.;шт;
 ;Р/К 45Р ручник ОАО БРТ;43,00 руб.;шт;
 ;Р/К 45РП ручник ОАО БРТ;175,00 руб.;шт;
 ;Р/К 46Р подвески радиатора ОАО БРТ;255,00 руб.;шт;
 ;Р/К 4Р энергоаккумулятор 5320 ОАО БРТ;419,00 руб.;шт;
 ;Р/К 4РП энергоаккумулятор 5320 ОАО БРТ;517,00 руб.;шт;
 ;Р/К 57Р кулисы ОАО БРТ;372,00 руб.;шт;
 ;Р/К 58Р ГУРа 4310 ОАО БРТ;635,00 руб.;шт;
 ;Р/К 5Р РДВ ОАО БРТ;218,00 руб.;шт;
 ;Р/К 5РП  РДВ ОАО БРТ;223,00 руб.;шт;
 ;Р/К 62Р механизм блокировки ОАО БРТ;95,00 руб.;шт;
 ;Р/К 6Р  ГТК ОАО БРТ;339,00 руб.;шт;
 ;Р/К 7Р клапан двойной защиты ОАО БРТ;210,00 руб.;шт;
 ;Р/К 90РШ из 3-х патрубков (010,026,027);574,00 руб.;шт;
5320-3509015-10 н/о;Р/К компрессора;1 040,00 руб.;шт;
5320-3509015;Р/К компрессора;495,00 руб.;шт;
2-х цил.;Р/К компрессора (6 наименований) паронит;34,00 руб.;шт;
18-3509015;Р/К компрессора 1-ц;597,00 руб.;шт;
740-1308020-10;Ремень 1250 зубчатый ОАО БРТ;375,00 руб.;шт;
740-1307170Р;Ремень 1320 ОАО БРТ;253,00 руб.;шт;
864158-10Р (864159);Сальник п/оси КамАЗ-4310;216,00 руб.;шт;
5320-5130029-01Р;Уплотнитель педали тормоза ОАО БРТ;86,00 руб.;шт;
5320-6107805;Уплотнитель проема двери УП 805 ОАО БРТ;347,00 руб.;шт;
5320-5130016-01;Уплотнитель рычага КПП ОАО БРТ;706,00 руб.;шт;
5320-6103123;Уплотнитель форточки двери лев.;414,00 руб.;шт;
5320-6103122;Уплотнитель форточки двери ОАО БРТ;431,00 руб.;шт;
100-3519180Р;Уплотнитель энергоаккумулятора ОАО БРТ;121,00 руб.;шт;
;РТИ Строймаш;;;
СТР;Прокладка головки блока 740.30-1003213;280,00 руб.;шт;
7406-1003270-01 СТР;Прокладка клапанной крышки Евро;220,00 руб.;шт;
СТР;Р/К система охлаждения;110,00 руб.;шт;
СТР;Р/К топливного фильтра;198,00 руб.;шт;
;Стартер г.Борисов;;;
5402-3708600-01;Бендикс КАМАЗ Евро;1 720,00 руб.;шт;
5432-3708600-01;Бендикс г. Борисов;2 254,00 руб.;шт;
СТ142Б-3708600;Бендикс  г.Борисов 10 зуб.;1 834,00 руб.;шт;
142Т-3708000;Крепление стартера МАЗ;335,00 руб.;шт;
142-3708830;Крышка втягивающего реле в сборе с болтами;556,00 руб.;шт;
5432.3708110-01;Обмотка стартера  5402-01,5432-10-20;3 143,00 руб.;шт;
СТ142-3708110;Обмотка стартера СТ142-3708110 г.Борисов;4 630,00 руб.;шт;
СТ142Б2-3708800;Реле втягивающее г.Борисов;3 844,00 руб.;шт;
5402-3708800;Реле втягивающее;3 208,00 руб.;шт;
5432-3708800-10;Реле втягивающее (стартер 5432-10, 5402-01) г.Борисов;2 893,00 руб.;шт;
РС-24Д;Реле стартера дополнит. г.Борисов;1 316,00 руб.;шт;
5402.3708-01;Стартер 5402 КАМАЗ Евро 2, 3 , Урал (редукторный с доп. реле);17 417,00 руб.;шт;
5402-3708;Стартер 5402 ЕВРО редукт (аналог AZF 4554) 24В, 5,4 кВт,10 зуб.  г.Борисов;16 218,00 руб.;шт;
5422.3708 24В 10кВ б/н;Стартер Евро-2 (Аналог БОШ взамен 0001261006) г.Борисов;19 052,00 руб.;шт;
СТ142Б-3708-10;Стартер КАМАЗ ЕВРО-2,3 г.Борисов  (8,2 кВт 24В 10 зуб);25 924,00 руб.;шт;
СТ142Б2-3708;Стартер КАМАЗ г.Борисов (24В 8,2кВт);26 622,00 руб.;шт;
5432-3708-10 с доп.реле;Стартер КАМАЗ,Зил-133ГЯ,Урал,ЛиАЗ, редукт.24В 5,5кВт (ан. 3367) г.Борисов;19 870,00 руб.;шт;
5432-3708000 МАЗ;Стартер МАЗ 10 зуб. 24В 9кв.(ан. 4581) г.Борисов;16 397,00 руб.;шт;
5432-3708-01;Стартер МАЗ 10 зуб. 24В 9кв.(ан.4581) с доп. реле;17 466,00 руб.;шт;
СТ142Т-3708;Стартер МАЗ 11зуб. г.Борисов;25 959,00 руб.;шт;
СТ142Т-3708-10;Стартер МАЗ евро 10зуб.г.Борисов;25 062,00 руб.;шт;
СТ142-3708330;Траверза СТ 142Б1;1 383,00 руб.;шт;
 ;Щетки (комплект) ст 5404,5402(-1),5412,5432,;204,00 руб.;шт;
СТ142-3708060-10;Щетки стартера СТ 142Б1;62,00 руб.;шт;
СТ 142-3708200;Якорь стартера г.Борисов;8 503,00 руб.;шт;
СТ 142-3708200-10;Якорь стартера ЕВРО г.Борисов;8 503,00 руб.;шт;
;Стартер г.Ржев;;;
2502.3708.600-10 г.Ржев;Бендикс ( для ст.25.3708 КАМАЗ);2 632,00 руб.;шт;
2502.3708.600;Бендикс 11 зуб МАЗ (подходит на стартер 142Т) г.Ржев;1 224,00 руб.;шт;
2501.3708.150-10;Катушка (обмотка) КАМАЗ;1 184,00 руб.;шт;
2501.3708.150-01;Катушка (обмотка)  МАЗ г.Ржев;4 017,00 руб.;шт;
42.3708.600 ХН-006;Привод стартера (АТЭ-1);204,00 руб.;шт;
42.3708.600-10 ХН-949;Привод стартера (АТЭ-1);204,00 руб.;шт;
42.3708.800-01 ХН-3-017;Реле втягивающее (АТЭ-1);551,00 руб.;шт;
42.3708.800-11 ХН-3-082;Реле втягивающее (АТЭ-1);551,00 руб.;шт;
42-3708-11 Р;Стартер (АТЭ-1) ГАЗ, УАЗ с двиг. ЗМЗ - 406.10, 4061.10, 4062.10;3 754,00 руб.;шт;
42-3708 Р;Стартер (АТЭ-1) ГАЗ, УАЗ с двиг. УМЗ 3151-01, 3303-01, 3741-01;3 754,00 руб.;шт;
422-370800;Стартер (АТЭ-1) ГАЗ с дв.ЗМЗ 402.10,4021.10,4025.10;3 754,00 руб.;шт;
9112 М9Т четыре болта;Стартер КАМАЗ (АТЭ-1) 24В 8,5 кВт редукторный;8 364,00 руб.;шт;
2501.3708-21 МАЗ;Стартер МАЗ 10 зуб. ЕВРО нов/обр. г.Ржев;28 553,00 руб.;шт;
2501.3708-40 МАЗ;Стартер МАЗ 11 зуб. г.Ржев;28 451,00 руб.;шт;
25.3708.320;Траверза высокая г.Ржев;719,00 руб.;шт;
2502.3708.320-11;Траверза низкая г.Ржев;704,00 руб.;шт;
2501.3708.200-03;Якорь стартера МАЗ ( для стар. 2501-40) г.Ржев;12 795,00 руб.;шт;
;Стартер пр-во Словения;;;
16.904.237;Бендикс на ст. 3367,3436 (Искра) г.Самара;1 576,00 руб.;шт;
16911674  АТЭ;Бендикс на ст.4554 АТЭ;829,00 руб.;шт;
 ;Крышка стартера (носик) пр-во Словения;82,00 руб.;шт;
 ;Крышка стартера задняя пр-во Словения;82,00 руб.;шт;
16904832;Редуктор стартера AZF 4554,4581;2 193,00 руб.;шт;
16.670.421;Реле втягивающее AZJ 3367 г.Самара;1 831,00 руб.;шт;
16.670.546;Реле стартера ст.4554 г.Самара;1 933,00 руб.;шт;
4554 AZF(11131150);Стартер AZF 4554 КАМАЗ ЕВРО 24V 4kW z10 пр-во ISKRA ( ЕВРО 6520);17 697,00 руб.;шт;
4594 AZF(11131359);Стартер AZF 4594 КАМАЗ 4308 с двигателем Cummins 24 V z10 пр-во ISKRA;17 850,00 руб.;шт;
3367 AZJ;Стартер AZJ 3367 КАМАЗ, ДТ 75 (аналог 9112) 24V 6kW пр-во ИСКРА Словения;17 833,00 руб.;шт;
С4929600 kw 6.0;Стартер КАМАЗ 4308 дв. Cammins (Китай) 24V z12;15 300,00 руб.;шт;
16908995;Щетки стартера AZF 4554;834,00 руб.;шт;
;Тормозная аппаратура SORL;;;
3514 009 013 0;ГТК н/обр. с педалью 100-3514108 SORL;2 712,00 руб.;шт;
3514 009 014 0;ГТК н/обр.(без педали) 100-3514108-10 SORL;2 332,00 руб.;шт;
3533 009 013 0;Клапан двухмагистральный 100-3562010-10 SORL;638,00 руб.;шт;
3522 001 015 0;КУТП-2 100-3522010 SORL;2 250,00 руб.;шт;
3522 002 038 0;КУТП-2 ЕВРО с глушителем 25-3522210-10 SORL;2 614,00 руб.;шт;
3526 004 201 0;Ручник 2-х выходной WABKO 961 723 038,001,015 SORL;2 780,00 руб.;шт;
3530 010 646 0;Энергоаккумулятор тип 30/24 25-3519301 SORL;3 643,00 руб.;шт;
;Тормозная аппаратура Автокомпонент Плюс;;;
16-3521110;Головка ПАЛМ Автокомпонент Плюс;138,00 руб.;шт;
16-3521111;Головка ПАЛМ Автокомпонент Плюс;138,00 руб.;шт;
16-3514008;ГТК Автокомпонент плюс;1 561,00 руб.;шт;
16-3515010;Клапан защитный одинарный ( Автокомпонент плюс);146,00 руб.;шт;
16-3537110;Кран пневматический (авар.растормаж.) Автокомпонент Плюс;276,00 руб.;шт;
16-3514108;Кран подпедальный ( Автокомпонент плюс);1 561,00 руб.;шт;
16-3537310;Ручник ЕВРО 4-х Автокомпонент Ппюс;1 051,00 руб.;шт;
;Тормозная аппаратура ПААЗ г.Полтава;;;
11.3521411 ПААЗ;Головка ПАЛМ автомат. г.Полтава;633,00 руб.;шт;
11.3521410 ПААЗ;Головка ПАЛМ автомат. г.Полтава;633,00 руб.;шт;
100.3521111 ПААЗ;Головка ПАЛМ г.Полтава;580,00 руб.;шт;
100.3521110 ПААЗ;Головка ПАЛМ г.Полтава;580,00 руб.;шт;
64221-3514008 (8000);ГТК БелОМО;7 452,00 руб.;шт;
6025.3562010;Клапан двухмагистральный ЕВРО Беларусь;605,00 руб.;шт;
13.3515310 ПААЗ;Клапан контрольного вывода  г.Полтава;361,00 руб.;шт;
64221-3518010-10 ЕВРО;Клапан ускорительный под глушитель БЕЛОМО;2 601,00 руб.;шт;
11.3515410 ПААЗ;Клапан четырехконтурный  г.Полтава;3 111,00 руб.;шт;
64221-3537110 (8002);Кран аварийного раст. 64221-3537110 БелОМО;1 367,00 руб.;шт;
100.3537110;Кран аварийного растормаживания г.Полтава;1 235,00 руб.;шт;
8099-3514108;Кран подпедальный КАМАЗ-6520 БелОМО;7 691,00 руб.;шт;
8090-3514100;Кран подпедальный МАЗ (аналог WABKO 4613190080) БелОМО;8 931,00 руб.;шт;
8099-3514108-10;Кран подпедальный Нефаз (снизу сапун кривой) БелОМО;6 794,00 руб.;шт;
12.3520010 ПААЗ;Кран разобщительный 12.3520010 г.Полтава;911,00 руб.;шт;
14.3520010 ПААЗ;Кран разобщительный МТЗ ПААЗ;696,00 руб.;шт;
8708-3537310;Кран ручника Беломо ( аналог WABKO 961 723 100);4 142,00 руб.;шт;
100.3522110;КУТП-1 г.Полтава;4 792,00 руб.;шт;
64221-3522010 (6024);КУТП-2  Беларусь ЕВРО;5 214,00 руб.;шт;
100.3522010;КУТП-2 г.Полтава;4 315,00 руб.;шт;
11.3522008;КУТП-2 ЕВРО с клапаном обрыва г.Полтава;4 760,00 руб.;шт;
5320-3514012;Педаль ГТК н/о в сборе;204,00 руб.;шт;
 ;Р/К насоса топл. РНМ;90,00 руб.;шт;
11.3512010 ПААЗ;РДВ 11.3512010 г.Полтава (МАЗ, КРАЗ,УРАЛ);4 871,00 руб.;шт;
11.3512010-10 ПААЗ;РДВ 11.3512010-10 г.Полтава  (КАМАЗ);4 488,00 руб.;шт;
11.3537310;Ручник (ЕВРО, 4 отв.) г.Полтава;3 280,00 руб.;шт;
64221-3537310 (6029)-30;Ручник ЕВРО МАЗ БелОМО;2 944,00 руб.;шт;
;Тормозная аппаратура РААЗ г.Рославль;;;
25-3511110-01;Влагоотделитель с РДВ  г.Рославль;7 609,00 руб.;шт;
100-3521110-10;Головка автоматическая  г.Рославль;785,00 руб.;шт;
100-3521111-10;Головка автоматическая г.Рославль;785,00 руб.;шт;
100-3521111;Головка ПАЛМ  г.Рославль;713,00 руб.;шт;
100-3521110;Головка ПАЛМ  г.Рославль;713,00 руб.;шт;
100-3514008;ГТК г.Рославль;6 581,00 руб.;шт;
100-3519210;Камера передняя тип 24  г.Рославль;2 256,00 руб.;шт;
100-3519200;Камера тормозная 4310 тип 24х24 г.Рославль;5 676,00 руб.;шт;
